title,platform,provider,skills,rating,review_count,url,description,difficulty,duration,language
Google Project Management:,Coursera,Google,"Skills: Project Management, Strategy and Operations, Leadership and Management, Communication, Business Communication, Collaboration, Agile Software Development, Software Engineering, Entrepreneurship, Scrum (Software Development), Planning, Supply Chain and Logistics, Change Management, Finance, Organizational Development, Product Management, Risk Management, Budget Management, Influencing, Culture, Emotional Intelligence, People Management, Problem Solving, Procurement",4.8,4.8(100K reviews),,,,,English
Google SEO Fundamentals,Coursera,Rebekah May,,4.8,3614,,,,29.0,English
Google UX Design,Coursera,Google,"Skills: User Experience, User Experience Design, User Research, Audit, Collaboration, Human Computer Interaction, Planning, Product Design, Product Development, Social Media, Web Design, Web Development Tools",4.8,4.8(75K reviews),,,,,English
Google UX Design (DE),Coursera,Google,"Skills: Design and Product, User Experience Design, User Experience",4.4,4.4(38 reviews),,,,,English
Google Workspace Security,Coursera,Google Cloud,"Skills: Security Engineering, Security Strategy, Software Security, System Security, Account Management, Cloud Platforms, Network Security, Security Software, Cloud Infrastructure, Strategy",4.7,4.7(762 reviews),,,,,English
Google データアナリティクス,Coursera,Google,"Skills: Data Analysis, Databases, Data Analysis Software, Data Management, Data Visualization, SQL, Spreadsheet Software, Business Analysis, Process Analysis, Microsoft Excel, Data Structures, Business Research, Problem Solving, R Programming, Visualization (Computer Graphics), Data Visualization Software, Decision Making, Exploratory Data Analysis, Big Data, Communication, Planning, Statistical Analysis, Tableau Software, Computer Programming, Plot (Graphics), Leadership and Management",4.7,4.7(327 reviews),,,,,English
Grab Data Fast with Vertical and Horizontal LOOKUP,Coursera,Coursera Project Network,Skills: evaluation  software  presentation  lookup table  Spreadsheet Software  Benefits  spreadsheet  project  index  fasting business business-essentials,4.5,,https://www.coursera.org/learn/grab-data-fast-with-vertical-and-horizontal-lookup-in-google-sheets,"Data can come our way in multiple forms and from multiple file types. It�s likely that at some point you will be faced with a data set that includes categories and subcategories under one heading or under headings with nested subheadings. Cutting through the file structure can seem like a time-consuming task, so it is critical to leverage VLOOKUP and HLOOKUP to pull out the needed data quickly. In this course you will understand how lookup tables work and apply VLOOKUP and HLOOKUP formulas to qu",Beginner,,English
Grammar and Punctuation,Coursera,"University of California, Irvine",Skills: english grammar  Writing  language  english language  perfect tenses  academic writing  punctuation  compounding  essay writing  grammar language-learning learning-english,4.7,,https://www.coursera.org/learn/grammar-punctuation,"Course 1: Grammar and Punctuation  Do you need to review English grammar? Have you forgotten the grammar you once studied? If so, this course is perfect for you.  The first course in this specialization is a refresher on some tools needed for good writing. It will help prepare you for the other courses. You will need about 10 hours to complete this first course. Writing is a skill and to learn a skill well, you need to practice. In this course, you will watch short video lectures and then practi",Intermediate,,English
Grant Proposal,Coursera,Moscow Institute of Physics and Technology,Skills: team management  project  i-deas  project planning  cost  Proposal Writing  Writing  project plan  lecture  budget language-learning learning-english,4.6,,https://www.coursera.org/learn/grant-proposal,"The course provides guidance on developing a strong application that will allow reviewers to better evaluate the science and merit of your proposal. You will learn how to put your ideas into proper words, arrange a clear and concise paper and search grant market for potential funder. You will also learn how to react to negative feedback from reviewers and resubmit your proposal. The course focuses on useful project management tools and possible budget pitfalls.",Advanced,,English
Graph Analytics for Big Data,Coursera,University of California San Diego,Skills: Apache  graphs  Big Data  Apache Spark  Graph Theory  Databases  centrality  graph database  analytics  neo4j data-science data-analysis,4.2,,https://www.coursera.org/learn/big-data-graph-analytics,"Want to understand your data network structure and how it changes under different conditions? Curious to know how to identify closely interacting clusters within a graph? Have you heard of the fast-growing area of graph analytics and want to learn more? This course gives you a broad overview of the field of graph analytics so you can learn new ways to model, store, retrieve and analyze graph-structured data.  After completing this course, you will be able to model a problem into a graph database",Beginner,,English
