title,platform,provider,skills,rating,review_count,url,description,difficulty,duration,language
"""Making"" Progress Teach-Out",Coursera,Emory University,Skills: education  circle time  Newspaper  family  hopefully  Comedy  closed community  constitution  Cancer  pride social-sciences governance-and-society,4.2,,https://www.coursera.org/learn/makingprogress,"What is �progress�? How do we decide when we�re moving forward and not taking steps backward? And how do we explore the idea of progress around public sites of memory? This Teach-Out is an invitation to think about what progress means, and how you can look for it wherever you are�in your city, community, or neighborhood�and reflect upon your own ideas about the place you live in.  Changes in the built environment of our communities are themselves the result of human actions and intentions, such ",Beginner,,English
(ISC)² Systems Security Certified Practitioner (SSCP),Coursera,ISC2,"Skills: Security Engineering, System Security, Network Security, Software Security, Computer Security Incident Management, Leadership and Management, Security Software, Risk Management, Strategy and Operations, Algorithms, Cloud Computing, Cryptography, Cyberattacks, Operations Management, Security Strategy, Human Factors (Security), Software-Defined Networking, Cloud Applications, Communication, Financial Accounting",4.7,4.7(546 reviews),,,,,English
(Non) Status quo Attitudes with NetLogo,Coursera,Coursera Project Network,Skills: constant (computer programming)  interact  euler's totient function  presentation  modeling  simulation  phenomenon  Influencing  debugging  Computer Programming physical-science-and-engineering research-methods,,,https://www.coursera.org/learn/nonstatusquo-attitudes-netlogo,"Have you ever wondered what is behind different cultural traits and attitudes towards the status quo? Or more broadly, what influences the Zeitgeist of a society? Generally speaking, when it comes to changing (or not) the current spirit and state of affairs of a given society or community, some people show themselves as idealists, and they can even inspire others. At the same time, some other people are traditionalists, and some are just neutral about how things are. In this guided-project you w",Conversant,,English
1. 基礎知識：データはあらゆるところにある,Coursera,Google,"Skills: Data Analysis, Business Analysis, Data Visualization, Decision Making, Problem Solving, Process Analysis, Data Management, Exploratory Data Analysis, SQL, Visualization (Computer Graphics)",4.7,4.7(207 reviews),,,,,English
1.- El Cálculo - Modelo Lineal,Coursera,Tecnológico de Monterrey,"Skills: Algebra, Calculus, Linear Algebra, Mathematics, Graph Theory, Mathematical Theory & Analysis, Data Visualization, Geometry",4.8,4.8(1K reviews),,,,,English
1E Test: How Computers Work,Coursera,Coursera,Skills: physical address  computer data storage  name resolution (computer systems)  autonomous system (internet)  service abstraction  peer-to-peer computing  computer terminals  operating system technology  single system image  operational context computer-science software-development,,,https://www.coursera.org/learn/how-computers-work-mooc-copy,Test,Advanced,,English
3-Axis Machining with Autodesk Fusion 360,Coursera,Autodesk,Skills: Mechanical Engineering  representational state transfer  relative change and difference  Autodesk  Geometry  autocad  materials  solid edge  Chemical Engineering  computer-aided design physical-science-and-engineering mechanical-engineering,4.9,,https://www.coursera.org/learn/3-axis-machining-autodesk-fusion-360,"As our machining geometry gets more complicated, Autodesk� Fusion 360� is up to the task!  With a host of standard and adaptive toolpaths we can rapidly remove material from even the most complicated 3d parts. In this course, we explore how to rough and finish geometry that requires tool motion in X, Y, and Z simultaneously, learning how to finish even the finest of details. We�ll wrap up this course by creating a full CNC program for a part, simulating it, and exporting it to G-code.  Want to t",Intermediate,,English
3.- El Cálculo - Modelo Cúbico,Coursera,Tecnológico de Monterrey,"Skills: Mathematics, Algebra, Calculus",4.7,4.7(225 reviews),,,,,English
3D Art and Audio Pipeline,Coursera,Unity,Skills: Software Engineering  software development process  reusability  augmented reality  application programming interfaces  run time (program lifecycle phase)  rendering (computer graphics)  interfaces  Visual Design  shader computer-science software-development,4.3,,https://www.coursera.org/learn/3d-art-and-audio-pipeline,"Welcome to 3D Art and Audio Pipeline, the third course in the Unity Certified Programmer Specialization from Unity Technologies.  This course will help you prepare for the Unity Certified Programmer exam, the professional certification for entry to mid-level Unity programmers. Unity is used to create real-time 3D applications for many industries, including video games, automotive, film, training, and more. In this course, you will be challenged to solve realistic Unity programming problems that ",Advanced,,English
3D CAD Application,Coursera,National Taiwan University,Skills: house plan  wall  building information modeling  autocad  computer-aided design  3d modeling  autodesk 3ds max  beam robotics  Civil Engineering  sketchup physical-science-and-engineering mechanical-engineering,4.9,,https://www.coursera.org/learn/3d-cad-application,"Do you want to obtain all the necessary skills of a 3D modeler? Do you want to know how an engineer develop a building model in details? The �3D CAD Application� course, the second course of the new specialization, is coming!  After finishing this course: You will be able to know how to use the SketchUp�s Advanced functions by creating 3D building models. You will be able to develop a building as an engineer. Let�s start the learning journey!",Advanced,,English
3D CAD Fundamental,Coursera,National Taiwan University,Skills: 3d modeling  3d lookup table  autodesk 3ds max  3D Printing  Mechanical Engineering  sketchup  Scaling  computer-aided design  Civil Engineering  mir:ror physical-science-and-engineering mechanical-engineering,4.6,,https://www.coursera.org/learn/3d-cad-fundamental,"There have many three-dimensional shape of the object in your brain that are wanted to share, but do not know how to express? How to ""sketch"" the three-dimensional image in your mind? 3D modeling technology can help us construct the most intuitive and understandable three-dimensional model. The use of floor plan interpret the three-dimensional object process-the most direct and effective expression of our ideas. We have designed many paradigms so that people can quickly understand the logic of u",Intermediate,,English
3D Data Visualization for Science Communication,Coursera,University of Illinois at Urbana-Champaign,Skills: Map  visualization software  software  Cinematography  virtual camera system  process  Computer Graphics  audience  credit  Data Visualization data-science data-analysis,4.3,,https://www.coursera.org/learn/data-visualization-science-communication,"This course is an introduction to 3D scientific data visualization, with an emphasis on science communication and cinematic design for appealing to broad audiences. You will develop visualization literacy, through being able to interpret/analyze (read) visualizations and create (write) your own visualizations.  By the end of this course, you will: -Develop visualization literacy. -Learn the practicality of working with spatial data. -Understand what makes a scientific visualization meaningful. -",Advanced,,English
3D Graphics in Android: Sensors and VR,Coursera,Imperial College London,Skills: framebuffer  Virtual Reality  Android Development  interactivity  phong shading  Mobile Development  immersion (virtual reality)  recursively enumerable set  phong reflection model  3d computer graphics computer-science mobile-and-web-development,4.6,,https://www.coursera.org/learn/3d-graphics-android-sensors-vr,"This course is an ideal introduction into creating virtual environments in Android.  This course is unique as it covers a range of tools and techniques to create immersive 3D environments, giving you a rounded skill set in this growing field.  By the end of this course, you will really be able to bring your VR ideas to life!    The first part of the course covers animation, lighting and reflection.  We then move onto textures and handling multiple 3D objects.  Finally, we'll look at housing all ",Beginner,,English
3D Interaction Design in Virtual Reality,Coursera,University of London,Skills: augmented reality  3d interaction  user interface  Virtual Reality  redirected walking  graphical user interface  interaction design  interact  interfaces  hyperinteger computer-science design-and-product,4.5,,https://www.coursera.org/learn/3d-interaction-design-virtual-reality,"This course will teach you about one of the most important aspects of VR, how you interact with a VR world. Virtual Reality is completely different from an on screen app or game. You are completely immersed in a VR world, so it doesn't make sense to interact only through buttons or menus. You will get the most out of VR if you can interact with the world just as you would with the real world: with your natural body movements. You will learn about the basic concepts and technologies of VR Interac",Advanced,,English
3D Interactions and Navigation,Coursera,Unity,Skills: recursively enumerable set  entry point  video game development  virtual camera system  rendering (computer graphics)  computer animation  augmented reality  navigation mesh  head-up display  reusability computer-science software-development,4.5,,https://www.coursera.org/learn/3d-interactions-and-navigation,"Welcome to 3D Interactions and Navigation, the third course in the Unity Certified Programmer Specialization from Unity Technologies.  This course will help you prepare for the Unity Certified Programmer exam, the professional certification for entry to mid-level Unity programmers. Unity is used to create real-time 3D applications for many industries, including video games, automotive, film, training, and more. In this course, you will be challenged to solve realistic Unity programming problems ",Advanced,,English
3D Model Creation with Autodesk Fusion 360,Coursera,Autodesk,Skills: modeling  Autodesk  industrial design  rendering (computer graphics)  3d modeling  generative design  Computer Graphics  computer-aided design  Mechanical Design  3D Printing physical-science-and-engineering mechanical-engineering,4.7,,https://www.coursera.org/learn/3d-model-creation-fusion-360,"Design is the first phase in the digital manufacturing process. In this course, through a series of lectures and hands-on lessons, we�ll examine a designer�s approach to the design and manufacturing process�from concept to 3D model. We�ll start by applying design thinking to understand user needs, and then we�ll explore design criteria as we dive deeper into Autodesk� Fusion 360� sketching, modeling, rendering, and documentation features.",Intermediate,,English
3D Models for Virtual Reality,Coursera,University of London,Skills: game engine  3d computer graphics  unreal engine  graphics hardware  Computer Graphics  three-dimensional graph  Virtual Reality  augmented reality  autodesk 3ds max  3d modeling computer-science design-and-product,4.6,,https://www.coursera.org/learn/3d-models-virtual-reality,This course will begin your journey to creating Virtual Reality experiences. A Virtual Reality experience is a new world that you step into and are entirely immersed in. Creating a VR experience means creating that world and all the objects in it.   In this course you will learn the basics of 3D graphics: how we create objects and how to lay them out to create an environment. You will learn techniques like materials and texturing that make your objects appear realistic. You will also learn about,Advanced,,English
3D Printing Applications,Coursera,University of Illinois at Urbana-Champaign,Skills: .properties  manufacturing process management  purchasing  design thinking  education  rapid prototyping  printmaking  reason  3D Printing  intellectual property business entrepreneurship,4.5,,https://www.coursera.org/learn/3d-printing-applications,"This course will help you understand how 3D printing is being applied across a number of domains, including design, manufacturing, and retailing. It will also demonstrate the special capabilities of 3D printing such as customization, self-assembly, and the ability to print complex objects. In addition to business applications, this course will also examine how individuals, including those in developing countries, are using this technology to create solutions to the problems they face. This cours",Intermediate,,English
3D Printing Capstone,Coursera,University of Illinois at Urbana-Champaign,Skills: project  3D Printing  printer (computing)  .bit  materials  personal branding  manufacturing process management  modeling  lean manufacturing  Manufacturing Processes business entrepreneurship,4.2,,https://www.coursera.org/learn/3d-printing-capstone,"The capstone will integrate the learning acquired from the four courses in the 3D Printing Specialization through a hands-on project. This project will enable you to turn an idea into an object using the knowledge and skills acquired through the other courses. Specifically, you will be guided through a step-by-step process in which you imagine, design, make, and share a 3D printed object. Thus, through this capstone, you will be able to put course concepts into action and utilize the skills that",Intermediate,,English
3D Printing Hardware,Coursera,University of Illinois at Urbana-Champaign,Skills: checklist  file shortcut  calibration  3D Printing  interactivity  interfaces  virtual artifact  software  Digital Design  system u business entrepreneurship,3.9,,https://www.coursera.org/learn/3d-print-hardware,This course will provide an in-depth exploration of desktop 3D printing hardware. It will examine the history of desktop 3D printing and demonstrate how 3D printers are made and how they work. This course will also provide step-by-step instructions for how to use and repair a 3D printer. It will also explore the different types of materials that can be 3D printed and will demonstrate how you can create various objects using these tools and materials. Learners who complete this course will be abl,Advanced,,English
3D Printing Software,Coursera,University of Illinois at Urbana-Champaign,Skills: software  3D Printing  interfaces  3d modeling  Mechanical Engineering  Chemical Engineering  Scanning  industrial design  user interface  3d scanner business entrepreneurship,4.6,,https://www.coursera.org/learn/3d-printing-software,"This course will demonstrate how to use 3D printing software to create digital designs that can be turned into physical objects. It will also demonstrate how 3D scanners work to turn physical objects into digital designs. This course is hands-on in nature and will provide step-by-step instructions to guide you through two popular 3D modeling programs, Tinkercad and Fusion 360. Learners who complete this course will be able to use 3D software to design a wide variety of objects for both personal ",Advanced,,English
5G Wireless Standard Design,NPTEL,IIT Kanpur,Communication and Signal Processing,,,https://nptel.ac.in/courses/117104484,,,12 Weeks,English
A Basic Course in Number Theory,NPTEL,IIT Bombay,Algebra,,,https://nptel.ac.in/courses/111101137,,,12 Weeks,English
A Basic Course on Electric and Magnetic Circuits,NPTEL,IIT Kharagpur,Power Systems and Power Electronics,,,https://nptel.ac.in/courses/108105479,,,12 Weeks,English
A Brief History of Human Spaceflight,Coursera,University of Houston,Skills: history  Aerospace Engineering  music  reading (process)  space stations  probability density function  ordered pair  disaster  portable document format  space station arts-and-humanities history,4.2,,https://www.coursera.org/learn/human-spaceflight,"This course provides a view of the history of spaceflight, from early writings telling of human's fascination of space through the early Russian and American space stations. Developed as an interesting and entertaining slice of space history that is accessible to anyone with an interest in human spaceflight",Beginner,,English
A Business Approach to Sustainable Landscape Restoration,Coursera,Erasmus University Rotterdam,Skills: ecosystem  business model canvas  global  sustainability  ecosystem services  wicked problem  return on investment  ecosystems  natural capital  partnership business business-essentials,4.7,,https://www.coursera.org/learn/landscape-restoration-sustainable-development,"Integrated landscape management and large-scale landscape restoration should be in every company�s business strategy because in order to reach the Sustainable Development Goal on Land Degradation Neutrality (SDG Number 15.3) scaling up and acceleration of business-driven landscape restoration is urgently needed.  This requires business professionals with a vision, the right knowledge and skills. This MOOC aims to train the next generation of business professionals and developers to acknowledge b",Beginner,,English
A Circular Economy of Metals: Towards a Sustainable Societal Metabolism,Coursera,Universiteit Leiden,Skills: Geology  supply chain  energy  economy  metabolism  Energy Systems  Economic Development  sustainability  circular economy  resource physical-science-and-engineering environmental-science-and-sustainability,4.7,,https://www.coursera.org/learn/circular-economy-metals,"Metals are present everywhere around us and are one of the major materials upon which our economies are built. Economic development is deeply coupled with the use of metals. During the 20th century, the variety of metal applications in society grew rapidly. In addition to mass applications such as steel in buildings and aluminium in planes, more and more different metals are in use for innovative technologies such as the use of the speciality metal indium in LCD screens.    A lot of metals will ",Beginner,,English
A Complete Reinforcement Learning System (Capstone),Coursera,University of Alberta,Skills: Q-Learning  Human Learning  function approximation  Reinforcement Learning  approximation  Algorithms  reinforcement  curve fitting  c process control  Machine Learning data-science machine-learning,4.6,,https://www.coursera.org/learn/complete-reinforcement-learning-system,"In this final course, you will put together your knowledge from Courses 1, 2 and 3 to implement a complete RL solution to a problem. This capstone will let you see how each component---problem formulation, algorithm selection, parameter selection and representation design---fits together into a complete solution, and how to make appropriate choices when deploying RL in the real world. This project will require you to implement both the environment to stimulate your problem, and a control agent w",Intermediate,,English
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,Coursera,"Jason A. Roy, Ph.D.",,4.7,561,,,Intermediate,,English
A Crash Course in Data Science,Coursera,Johns Hopkins University,Skills: analysis  Machine Learning  software  Human Learning  Data Analysis  General Statistics  Exploratory Data Analysis  Leadership and Management  Software Engineering  project data-science data-analysis,4.4,,https://www.coursera.org/learn/data-science-course,"By now you have definitely heard about data science and big data. In this one-week class, we will provide a crash course in what these terms mean and how they play a role in successful organizations. This class is for anyone who wants to learn what all the data science action is about, including those who will eventually need to manage data scientists. The goal is to get you up to speed as quickly as possible on data science without all the fluff. We've designed this course to be as convenient a",Conversant,,English
A Geometrical Approach to Genome Analysis: Skew & Z-Curve,Coursera,Coursera Project Network,Skills: saving  project  probability density function  project mine  entry point  Student's t-Distribution  analysis  three-dimensional graph  portable document format  graphs data-science data-analysis,5.0,,https://www.coursera.org/learn/genome-analysis-z-curve,"In this 1-hour long project-based course, you will learn how to analyze a complete viral genome using geometrical methods (skews and Z-curve), 2D- and 3D-plotting in Python, and how to use some important Python libraries (like Tkinter, Matplotlib, and NumPy) helping you accomplish this. You will also learn about the genomes of some viruses including, Corona, SARS, HIV, Zika, Nidovirous, and rubella viruses.",Beginner,,English
A Guide to Healthcare Innovation: Principles and Practice,Coursera,Imperial College London,Skills: health technology assessment  Innovation  design thinking  Product Development  process  modeling  health economics  ordered pair  public health  commercialization life-sciences public-health,4.6,,https://www.coursera.org/learn/guide-to-healthcare-innovation-principles-and-practice,"This course reflects on global health challenges and the role of innovative solutions in addressing them. By engaging in this course, you will be able to describe the principles and key types of innovation in order to characterise the fundamental features of new models of care and technologies.   This course will review the basic features and principles of healthcare innovation. You'll be examining innovations developed to address global health challenges, ranging from simple low-cost technologi",Advanced,,English
A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650),Coursera,Yale University,Skills: religion  history  bible  father  monk  comfort  missionary  cultural capital  faith  desert arts-and-humanities history,4.7,,https://www.coursera.org/learn/western-christianity-200-1650,"This course follows the extraordinary development of Western Christianity from its early persecution under the Roman Empire in the third century to its global expansion with the Jesuits of the early modern world. We explore the dynamic and diverse character of a religion with an enormous cast characters. We will meet men and women who tell stories of faith as well as of violence, suppression, and division. Along the way, we encounter Perpetua and her martyrdom in Carthage; the struggles of Augus",Intermediate,,English
A Law Student's Toolkit,Coursera,Yale University,Skills: Legal Analysis  Legal Terminology  law  Writing  family law  analysis  Business Law  Legal Writing  Legal Research  Corporate Law social-sciences law,4.6,,https://www.coursera.org/learn/law-student,"Whether you are an Advanced law student looking to review the basics, or an aspiring law student looking for head start, this course will help you build the foundation you will need to succeed in law school and beyond. This course will introduce you to terminology, concepts, and tools lawyers and legal academics use to make their arguments. It will help you follow these arguments�and make arguments of your own.  This course consists of a series of short lectures and assignments. A reading list c",Advanced,,English
A Life of Happiness and Fulfillment,Coursera,Indian School of Business,Skills: psychologies  happiness  internal control  happiness at work  gratitude  flow network  mindfulness  meditation  compassion  internality life-sciences psychology,4.7,,https://www.coursera.org/learn/happiness,"What are the determinants of a happy and fulfilling life?  This is surely one of life�s biggest questions, and a question that has interested many of our ancestors. Buddha famously gave up his kingdom in search of happiness. Several Greek philosophers (from Aristotle to Epicurus and Plato to Socrates) had their own views on what it takes to be happy. And of course, we all have our own theories about happiness too.  How valid are our theories?  Until recently, if you wished for an answer to this ",Advanced,,English
A Primer to Mathematical Optimization,NPTEL,IIT(BHU) Varanasi,,,,https://nptel.ac.in/courses/111104165,,,12 Weeks,English
A Scientific Approach to Innovation Management,Coursera,Universit� Bocconi,Skills: Regression  Regression Analysis  analysis  innovation management  Leadership and Management  Correlation And Dependence  probability  correlation does not imply causation  Innovation  evaluation business business-strategy,4.4,,https://www.coursera.org/learn/scientific-approach-innovation-management,"How can innovators understand if their idea is worth developing and pursuing? In this course, we lay out a systematic process to make strategic decisions about innovative product or services that will help entrepreneurs, managers and innovators to avoid common pitfalls. We teach students to assess the feasibility of an innovative idea through problem-framing techniques and rigorous data analysis labelled �a scientific approach�. The course is highly interactive and includes exercises and real-wo",Beginner,,English
A Start Guide: Product Marketing Using G Suite,Coursera,Coursera Project Network,Skills: Product Marketing  stock  Leadership and Management  project  leadership  Sales  Marketing Management  product lining  Marketing  Average business marketing,4.7,,https://www.coursera.org/learn/product-marketing-using-gsuite,"In this 1-hour 40-minutes long project-based course, you will be able to identify your product mix, draw your product hierarchy levels as well as analyzing the sales performance of your product item or what we call stock-keeping unit (SKU). You will learn how to build successful product lines by identifying the problems and finding solutions for each product item or the stock-keeping unit ( SKU).  Note: This course works best for learners who are based in the North America region. We�re currentl",Beginner,,English
A Voice of Their Own. Women's Spirituality in the Middle Ages.,Coursera,Universitat de Barcelona,Skills: middle age  latex  female  heresy  history  art therapy  i-deas  Art History  man  spirituality arts-and-humanities history,4.4,,https://www.coursera.org/learn/womens-spirituality,"Have you ever heard about medieval mysticism or medieval heresies? Have you ever wondered about the particular role women played in medieval spirituality? Do Hildegard of Bingen, Clare of Assisi, Marguerite Porete, the Cathar ladies or Isabel de Villena ring a bell? Have you ever felt like you wanted to know more about them? If your answer to any of these questions was yes, then this MOOC, A voice of their own. Women�s spirituality in the Middle ages is what you were looking for.   A Voice of th",Advanced,,English
A tecnologia da produ��o musical,Coursera,Berklee College of Music,Skills: piano  guitar  sound  acoustics  com file  Cabling  music  software  Digital Audio Workstation  Oscilloscope arts-and-humanities music-and-art,4.8,,https://www.coursera.org/learn/tecnologia-producao-musical,"Aprenda sobre o processo de produ��o musical (inclusive sobre grava��o, edi��o e mixagem) e conhe�a as ferramentas dispon�veis para cria��o de m�sica contempor�nea no computador.  Devido � recente disponibilidade de softwares e hardwares de alta qualidade e baixo custo, agora as ferramentas de produ��o musical est�o ao alcance de todos. Os �lbuns deixaram de ser criados apenas em est�dios, agora tamb�m s�o criados em quartos. � primeira vista, isso � libertador. Qualquer pessoa pode criar um �lb",Advanced,,English
ADHD: Everyday Strategies for Elementary Students,Coursera,The State University of New York,Skills: behavior  Human Learning  Leadership and Management  Strategy  attention  Communication  attention deficit hyperactivity disorder  child  Planning  government budget balance social-sciences education,4.7,,https://www.coursera.org/learn/adhd-treatment,"This course will provide an overview of ADHD diagnosis and treatment. Course participants can expect to learn about ADHD as a developmental disorder that begins early in childhood, and participants will also learn about evidence-based approaches for diagnosing ADHD. Following that, two evidence-based treatment approaches (the Daily Report Card and Parenting Strategies) will be introduced. (Note these course activities are informational and are not intended to replace working with a licensed/trai",Beginner,,English
AI & Law,Coursera,Lund University,"Skills: Human Computer Interaction, Human Learning, Machine Learning, Applied Machine Learning, Decision Making, Machine Learning Algorithms, Critical Thinking, Leadership and Management, Process Analysis, Regulations and Compliance",4.7,4.7(397 reviews),,,,,English
AI Capstone Project with Deep Learning,Coursera,IBM,Skills: modeling  Deep Learning  Apache Spark  Tensorflow  Validation Set  system image  Keras  PyTorch  Linear Classifier  Machine Learning data-science machine-learning,4.2,,https://www.coursera.org/learn/ai-deep-learning-capstone,"In this capstone, learners will apply their deep learning knowledge and expertise to a real world challenge.  They will use a library of their choice to develop and test a deep learning model. They will load and pre-process data for a real problem, build the model and validate it. Learners  will then present a project report to demonstrate the validity of their model and their proficiency in the field of Deep Learning. Learning Outcomes: �\tdetermine what kind of deep learning method to use in w",Beginner,,English
AI For Business,Coursera,University of Pennsylvania,"Skills: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",4.7,4.7(456 reviews),,,,,English
AI For Everyone,Coursera,DeepLearning.AI,"Skills: Data Science, Deep Learning, Machine Learning, Artificial Neural Networks, Business Transformation, Human Learning, Planning, Project Management",4.8,4.8(40K reviews),,,,,English
AI For Medical Treatment,Coursera,DeepLearning.AI,Skills: Estimation  image processing  Average  Natural Language Processing  Deep Learning  Python Programming  medical imaging  average treatment effect  Computer Vision  Machine Learning data-science machine-learning,4.6,,https://www.coursera.org/learn/ai-for-medical-treatment,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.  Medical treatment may impact patients differently based on their existing health conditions. In this third course, you�ll recommend treatments more suited to individual patients using data from rando",Beginner,,English
AI Foundations for Everyone,Coursera,IBM,"Skills: Human Learning, Machine Learning, Artificial Neural Networks, Deep Learning, Machine Learning Algorithms, Human Computer Interaction, Natural Language Processing, Algorithms, Applied Machine Learning, Cloud Computing, Computer Vision, IBM Cloud, Machine Learning Software, Critical Thinking, Cloud API, Computer Programming, Data Science",4.7,4.7(13K reviews),,,,,English
AI Product Management,Coursera,Duke University,"Skills: Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management",4.7,4.7(382 reviews),,,,,English
AI Workflow: AI in Production,Coursera,IBM,Skills: Standard Score  microservices  process  Time Series  monitor mode  evaluation  unit testing  machine code  application programming interfaces  performance data-science machine-learning,4.2,,https://www.coursera.org/learn/ibm-ai-workflow-ai-production,"This is the sixth course in the IBM AI Enterprise Workflow Certification specialization.�� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.����  This course focuses on models in production at a hypothetical streaming media company.� There is an introduction to IBM Watson Machine Learning.� You will build your own API in a Docker container and learn how to manage con",Advanced,,English
AI Workflow: Business Priorities and Data Ingestion,Coursera,IBM,Skills: process modeling  ingestion  modeling  ordered pair  General Statistics  process  evaluation  matrices  discipline (academia)  sparse matrices data-science machine-learning,4.1,,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion,"This is the first course of a six part specialization.� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  This first course in the IBM AI Enterprise Workflow Certification specialization introduces you to the scope of the specialization and prerequisites.� Specifically, the courses in this specialization are meant for practicing data scientists who are knowledgeable",Advanced,,English
AI Workflow: Data Analysis and Hypothesis Testing,Coursera,IBM,Skills: Null Hypothesis  Probability Distribution  General Statistics  ordered pair  Matplotlib  Estimation  hypothesis testing  Data Analysis  multiple comparisons  statistical hypothesis testing data-science machine-learning,4.2,,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,"This is the second course in the IBM AI Enterprise Workflow Certification specialization.� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.��  In this course you will begin your work for a hypothetical streaming media company by doing exploratory data analysis (EDA).� Best practices for data visualization, handling missing data, and hypothesis testing will be introd",Advanced,,English
AI Workflow: Enterprise Model Deployment,Coursera,IBM,Skills: recommender systems  program optimization  modeling  Scikit-Learn  employment  Algorithms  Machine Learning  Collaboration  almost surely  Training data-science machine-learning,4.2,,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment,"This is the fifth course in the IBM AI Enterprise Workflow Certification specialization.�� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  This course introduces you to an area that few data scientists are able to experience: Deploying models for use in large enterprises.� Apache Spark is a very commonly used framework for running machine learning models.� Best pr",Advanced,,English
AI Workflow: Feature Engineering and Bias Detection,Coursera,IBM,Skills: Natural Language Processing  Pattern Recognition  Algorithms  Machine Learning  Topic Model  data clustering algorithms  Dimensionality Reduction  unsupervised learning  Feature Engineering  Outlier data-science machine-learning,4.5,,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection,"This is the third course in the IBM AI Enterprise Workflow Certification specialization.��� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.��  Course 3 introduces you to the next stage of the workflow for our hypothetical media company.� In this stage of work you will learn best practices for feature engineering, handling class imbalances and detecting bias in the ",Intermediate,,English
"AI Workflow: Machine Learning, Visual Recognition and NLP",Coursera,IBM,Skills: Regression  linear model  Machine Learning  multiclass classification  Artificial Neural Networks  Boosting (Machine Learning)  statistical classification  evaluation  Hyperparameter Optimization  Convolutional Neural Network data-science machine-learning,4.6,,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp,"This is the fourth course in the IBM AI Enterprise Workflow Certification specialization.��� You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.�  Course 4 covers the next stage of the workflow, setting up models and their associated data pipelines for a hypothetical streaming media company.� The first topic covers the complex topic of evaluation metrics, where you wil",Intermediate,,English
AI for Good,Coursera,DeepLearning.AI,"Skills: Artificial Neural Networks, Computer Vision, Exploratory Data Analysis, Machine Learning, Natural Language Processing, Python Programming",4.8,4.8(177 reviews),,,,,English
AI for Medical Diagnosis,Coursera,DeepLearning.AI,Skills: multiclass classification  medical imaging  Computer Vision  medical diagnosis  Artificial Neural Networks  image segmentation  Machine Learning  evaluation  image processing  statistical classification data-science machine-learning,4.5,,https://www.coursera.org/learn/ai-for-medical-diagnosis,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. As an AI practitioner, you have the opportunity to join in this transformation of modern medicine. If you're already familiar with some of the math and coding behind AI algorithms, and are eager to develop your skills further to tackle challenges in the healthcare industry, then this specialization is for you. No pri",Beginner,,English
AI for Medical Prognosis,Coursera,DeepLearning.AI,Skills: Random Forest  Risk  hazard function  Survival Analysis  euler's totient function  prognostics  General Statistics  decision tree  analysis  modeling data-science machine-learning,4.7,,https://www.coursera.org/learn/ai-for-medical-prognosis,"AI is transforming the practice of medicine. It�s helping doctors diagnose patients more accurately, make predictions about patients� future health, and recommend better treatments. This Specialization will give you practical experience in applying machine learning to concrete problems in medicine.  Machine learning is a powerful tool for prognosis, a branch of medicine that specializes in predicting the future health of patients. In this second course, you�ll walk through multiple examples of p",Beginner,,English
AI for Medicine,Coursera,DeepLearning.AI,"Skills: Machine Learning, Machine Learning Algorithms, Deep Learning, Python Programming, Artificial Neural Networks, Statistical Programming, Probability & Statistics",4.7,4.7(2.3K reviews),,,,,English
AI in Healthcare,Coursera,Stanford University,"Skills: Machine Learning, Leadership and Management, Data Analysis, Critical Thinking, Data Mining",4.7,4.7(1.3K reviews),,,,,English
